UF,Municipio,Mes/Ano de Referencia,Nome do Produto,Categoria,Preco Atual (R$),Preco Referencia Baseline (R$),Status do Semafaro (Cor),Previsao IA (Tendencia Futura),Usa Dado Fallback?,Usa Dado Interpolado?
SP,,2026-07,Abacate Avocado,FRUTAS,4.9700,4.9700,AMARELO,,Nao,Nao
SP,,2026-06,Abacate Avocado,FRUTAS,3.2500,3.2500,AMARELO,,Nao,Nao
SP,,2026-07,Abacate Breda,FRUTAS,2.9600,2.9600,AMARELO,,Nao,Nao
SP,,2026-06,Abacate Breda,FRUTAS,2.7850,2.7850,AMARELO,,Nao,Nao
SP,,2026-06,Abacate Fortuna,FRUTAS,3.2500,3.2500,AMARELO,,Nao,Nao
SP,,2026-07,Abacate Fortuna,FRUTAS,3.0600,3.0600,AMARELO,,Nao,Nao
SP,,2026-06,Abacate Geada,FRUTAS,3.2500,3.2500,AMARELO,,Nao,Nao
SP,,2026-06,Abacate Margarida,FRUTAS,3.2500,3.2500,AMARELO,,Nao,Nao
SP,,2026-07,Abacate Margarida,FRUTAS,2.8600,2.8600,AMARELO,,Nao,Nao
SP,,2026-07,Abacate Quintal,FRUTAS,2.8600,2.8600,AMARELO,,Nao,Nao
SP,,2026-06,Abacate Quintal,FRUTAS,3.2500,3.2500,AMARELO,,Nao,Nao
SP,,2026-05,Abacaxi Havai,FRUTAS,8.6180,10.0827,AMARELO,,Nao,Nao
SP,,2026-04,Abacaxi Havai,FRUTAS,8.6180,10.0827,AMARELO,,Nao,Nao
SP,,2026-03,Abacaxi Havai,FRUTAS,8.6180,10.0827,AMARELO,,Nao,Nao
SP,,2026-02,Abacaxi Havai,FRUTAS,8.6180,10.0827,AMARELO,,Nao,Nao
SP,,2026-01,Abacaxi Havai,FRUTAS,8.6180,10.0827,AMARELO,,Nao,Nao
SP,,2025-12,Abacaxi Havai,FRUTAS,8.6180,10.0827,AMARELO,,Nao,Nao
SP,,2025-11,Abacaxi Havai,FRUTAS,8.6180,10.0827,AMARELO,,Nao,Nao
SP,,2025-10,Abacaxi Havai,FRUTAS,8.6180,10.0827,AMARELO,,Nao,Nao
SP,,2025-09,Abacaxi Havai,FRUTAS,8.6180,10.0827,AMARELO,,Nao,Nao
SP,,2025-08,Abacaxi Havai,FRUTAS,9.7165,10.0827,AMARELO,,Nao,Nao
SP,,2025-07,Abacaxi Havai,FRUTAS,10.8151,10.0827,AMARELO,,Nao,Nao
SP,,2026-06,Abacaxi Pérola,FRUTAS,4.5800,4.5800,AMARELO,,Nao,Nao
SP,,2026-06,Abóbora D´Agua,LEGUMES,2.3500,2.3500,AMARELO,,Nao,Nao
SP,,2026-06,Abóbora Japonesa,LEGUMES,3.0300,3.0300,AMARELO,,Nao,Nao
SP,,2026-07,Abóbora Japonesa,LEGUMES,3.1000,3.1000,AMARELO,,Nao,Nao
SP,,2026-06,Abóbora Moranga,LEGUMES,2.3500,2.3500,AMARELO,,Nao,Nao
SP,,2026-07,Abóbora Moranga,LEGUMES,2.2100,2.2100,AMARELO,,Nao,Nao
SP,,2026-06,Abóbora Paulista,LEGUMES,2.3500,2.3500,AMARELO,,Nao,Nao
SP,,2026-07,Abóbora Paulista,LEGUMES,2.4100,2.4100,AMARELO,,Nao,Nao
SP,,2026-07,Abóbora Seca,LEGUMES,4.0000,4.0000,AMARELO,,Nao,Nao
SP,,2026-06,Abóbora Seca,LEGUMES,2.3500,2.3500,AMARELO,,Nao,Nao
SP,,2026-07,Abobrinha Brasileira,LEGUMES,2.1567,2.1567,AMARELO,,Nao,Nao
SP,,2026-06,Abobrinha Brasileira,LEGUMES,5.5600,5.5600,AMARELO,,Nao,Nao
SP,,2026-06,Abobrinha Italiana,LEGUMES,5.5600,5.5600,AMARELO,,Nao,Nao
SP,,2026-06,Abrótea,PESCADOS,8.2533,8.2533,AMARELO,,Nao,Nao
SP,,2026-07,Abrótea,PESCADOS,8.2133,8.2133,AMARELO,,Nao,Nao
SP,,2026-07,Acelga,VERDURAS,25.7600,25.7600,AMARELO,,Nao,Nao
SP,,2026-06,Acelga,VERDURAS,25.4200,25.4200,AMARELO,,Nao,Nao
SP,,2026-07,Acelga Chinesa,VERDURAS,30.9000,30.9000,AMARELO,,Nao,Nao
SP,,2026-06,Acelga Chinesa,VERDURAS,38.0000,38.0000,AMARELO,,Nao,Nao
SP,,2026-07,Acerola,FRUTAS,22.5000,22.5000,AMARELO,,Nao,Nao
SP,,2026-06,Acerola,FRUTAS,23.6200,23.6200,AMARELO,,Nao,Nao
SP,,2025-06,ACUCAR - CRISTAL,ALIMENTO_VAREJO,4.0600,3.7671,AMARELO,,Nao,Nao
SP,,2025-07,ACUCAR - CRISTAL,ALIMENTO_VAREJO,3.9700,3.7671,AMARELO,,Nao,Nao
SP,,2025-08,ACUCAR - CRISTAL,ALIMENTO_VAREJO,4.0000,3.7671,AMARELO,,Nao,Nao
SP,,2025-09,ACUCAR - CRISTAL,ALIMENTO_VAREJO,3.5700,3.7671,AMARELO,,Nao,Nao
SP,,2025-10,ACUCAR - CRISTAL,ALIMENTO_VAREJO,3.6400,3.7671,AMARELO,,Nao,Nao
SP,,2025-11,ACUCAR - CRISTAL,ALIMENTO_VAREJO,3.5800,3.7671,AMARELO,,Nao,Nao
SP,,2025-12,ACUCAR - CRISTAL,ALIMENTO_VAREJO,3.5500,3.7671,AMARELO,,Nao,Nao
SP,,2026-04,ACUCAR - REFINADO,ALIMENTO_VAREJO,4.0700,4.5543,AMARELO,,Nao,Nao
SP,,2026-03,ACUCAR - REFINADO,ALIMENTO_VAREJO,4.2000,4.5543,AMARELO,,Nao,Nao
SP,,2026-02,ACUCAR - REFINADO,ALIMENTO_VAREJO,4.3800,4.5543,AMARELO,,Nao,Nao
SP,,2026-01,ACUCAR - REFINADO,ALIMENTO_VAREJO,4.5400,4.5543,AMARELO,,Nao,Nao
SP,,2025-12,ACUCAR - REFINADO,ALIMENTO_VAREJO,4.5600,4.5543,AMARELO,,Nao,Nao
SP,,2025-11,ACUCAR - REFINADO,ALIMENTO_VAREJO,4.6300,4.5543,AMARELO,,Nao,Nao
SP,,2025-10,ACUCAR - REFINADO,ALIMENTO_VAREJO,4.7000,4.5543,AMARELO,,Nao,Nao
SP,,2025-09,ACUCAR - REFINADO,ALIMENTO_VAREJO,4.7600,4.5543,AMARELO,,Nao,Nao
SP,,2025-08,ACUCAR - REFINADO,ALIMENTO_VAREJO,4.4700,4.5543,AMARELO,,Nao,Nao
SP,,2025-07,ACUCAR - REFINADO,ALIMENTO_VAREJO,4.4000,4.5543,AMARELO,,Nao,Nao
SP,,2025-06,ACUCAR - REFINADO,ALIMENTO_VAREJO,4.3600,4.5543,AMARELO,,Nao,Nao
SP,,2026-07,Agrião,VERDURAS,66.0100,66.0100,AMARELO,,Nao,Nao
SP,,2026-06,Agrião,VERDURAS,65.0500,65.0500,AMARELO,,Nao,Nao
SP,,2026-07,Agrião Hidropônico,VERDURAS,35.3100,35.3100,AMARELO,,Nao,Nao
SP,,2026-06,Agrião Hidropônico,VERDURAS,37.3800,37.3800,AMARELO,,Nao,Nao
SP,,2026-07,Alcachofra,LEGUMES,32.7900,32.7900,AMARELO,,Nao,Nao
SP,,2026-06,Alcachofra,LEGUMES,24.4000,24.4000,AMARELO,,Nao,Nao
SP,,2026-06,Alecrim,VERDURAS,5.3000,5.3000,AMARELO,,Nao,Nao
SP,,2026-07,Alecrim,VERDURAS,5.8200,5.8200,AMARELO,,Nao,Nao
SP,,2026-06,Alface Americana,VERDURAS,30.0000,30.0000,AMARELO,,Nao,Nao
SP,,2026-07,Alface Americana,VERDURAS,36.2860,36.2860,AMARELO,,Nao,Nao
SP,,2026-06,Alface Crespa,VERDURAS,30.0000,30.0000,AMARELO,,Nao,Nao
SP,,2026-07,Alface Crespa Hidropônica,VERDURAS,38.0200,38.0200,AMARELO,,Nao,Nao
SP,,2026-06,Alface Crespa Hidropônica,VERDURAS,39.8400,39.8400,AMARELO,,Nao,Nao
SP,,2026-06,Alface Lisa,VERDURAS,30.0000,30.0000,AMARELO,,Nao,Nao
SP,,2026-06,Alface Lisa Hidropônica,VERDURAS,40.3100,40.3100,AMARELO,,Nao,Nao
SP,,2026-07,Alface Lisa Hidropônica,VERDURAS,41.0800,41.0800,AMARELO,,Nao,Nao
SP,,2026-06,Alface Mimosa,VERDURAS,30.6700,30.6700,AMARELO,,Nao,Nao
SP,,2026-06,Alface Mimosa Hidropônica,VERDURAS,38.9100,38.9100,AMARELO,,Nao,Nao
SP,,2026-07,Alface Mimosa Hidropônica,VERDURAS,38.8200,38.8200,AMARELO,,Nao,Nao
SP,,2026-06,Alface Romana,VERDURAS,30.0000,30.0000,AMARELO,,Nao,Nao
SP,,2026-07,Alface Romana,VERDURAS,40.5500,40.5500,AMARELO,,Nao,Nao
SP,,2026-06,Alface Romana Hidropônica,VERDURAS,30.0000,30.0000,AMARELO,,Nao,Nao
SP,,2026-06,Alfavaca,VERDURAS,5.3200,5.3200,AMARELO,,Nao,Nao
SP,,2026-07,Alfavaca,VERDURAS,6.0000,6.0000,AMARELO,,Nao,Nao
SP,,2026-06,Alho Importado,ALIMENTO_VAREJO,18.0000,18.0000,AMARELO,,Nao,Nao
SP,,2026-06,Alho Importado Argentina,ALIMENTO_VAREJO,18.0000,18.0000,AMARELO,,Nao,Nao
SP,,2026-07,Alho Importado Argentina,ALIMENTO_VAREJO,16.5000,16.5000,AMARELO,,Nao,Nao
SP,,2026-06,Alho Importado China,ALIMENTO_VAREJO,18.0000,18.0000,AMARELO,,Nao,Nao
SP,,2026-07,Alho Importado Estados Unidos,ALIMENTO_VAREJO,16.5000,16.5000,AMARELO,,Nao,Nao
SP,,2026-06,Alho Importado Estados Unidos,ALIMENTO_VAREJO,15.8300,15.8300,AMARELO,,Nao,Nao
SP,,2026-06,Alho Nacional,ALIMENTO_VAREJO,18.0000,18.0000,AMARELO,,Nao,Nao
SP,,2026-07,Alho Nacional,ALIMENTO_VAREJO,20.5825,20.5825,AMARELO,,Nao,Nao
SP,,2026-06,Alho Porro,VERDURAS,51.7400,51.7400,AMARELO,,Nao,Nao
SP,,2026-07,Alho Porro,VERDURAS,70.8700,70.8700,AMARELO,,Nao,Nao
SP,,2026-07,Almeirão,VERDURAS,28.9900,28.9900,AMARELO,,Nao,Nao
SP,,2026-06,Almeirão,VERDURAS,29.8700,29.8700,AMARELO,,Nao,Nao
SP,,2026-06,Almeirão Hidropônico,VERDURAS,33.0000,33.0000,AMARELO,,Nao,Nao
SP,,2026-07,Almeirão Hidropônico,VERDURAS,33.0000,33.0000,AMARELO,,Nao,Nao
SP,,2026-06,Almeirão Pão de Açucar,VERDURAS,25.2000,25.2000,AMARELO,,Nao,Nao
SP,,2026-07,Almeirão Pão de Açucar,VERDURAS,21.0600,21.0600,AMARELO,,Nao,Nao
SP,,2026-07,Ameixa Imp. Americana,FRUTAS,26.2500,26.2500,AMARELO,,Nao,Nao
SP,,2025-09,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2025-11,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2025-12,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2026-01,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2026-02,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2026-03,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2026-04,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2026-05,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2025-01,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2026-07,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2026-06,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2025-06,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2025-07,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2025-08,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2025-10,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2025-02,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2025-03,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2025-04,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2025-05,Ameixa Imp. Argentina,FRUTAS,72.8150,72.8150,AMARELO,,Nao,Nao
SP,,2026-07,Ameixa Imp. Chilena,FRUTAS,26.2500,26.2500,AMARELO,,Nao,Nao
SP,,2026-07,Ameixa Imp. Espanhola,FRUTAS,26.2500,26.2500,AMARELO,,Nao,Nao
SP,,2026-06,Ameixa Nacional,FRUTAS,3.5400,3.5400,AMARELO,,Nao,Nao
SP,,2026-07,Ameixa Seca Importada,FRUTAS,29.0000,29.0000,AMARELO,,Nao,Nao
SP,,2026-06,Amendoim com Casca,ALIMENTO_VAREJO,7.3800,7.3800,AMARELO,,Nao,Nao
SP,,2026-07,Amendoim com Casca,ALIMENTO_VAREJO,7.7800,7.7800,AMARELO,,Nao,Nao
SP,,2026-06,Amendoim sem Casca,ALIMENTO_VAREJO,7.3400,7.3400,AMARELO,,Nao,Nao
SP,,2026-07,Amendoim sem Casca,ALIMENTO_VAREJO,7.7800,7.7800,AMARELO,,Nao,Nao
SP,,2026-07,Amora,FRUTAS,28.0000,28.0000,AMARELO,,Nao,Nao
SP,,2026-07,Anchova,PESCADOS,22.0000,22.0000,AMARELO,,Nao,Nao
SP,,2026-06,Anchova,PESCADOS,19.5000,19.5000,AMARELO,,Nao,Nao
SP,,2026-05,ACUCAR - REFINADO,ALIMENTO_VAREJO,3.9300,4.5543,AMARELO,ESTAVEL,Nao,Nao
SP,,2026-05,FEIJAO - COMUM CORES TIPO 1,ALIMENTO_VAREJO,9.3800,5.9629,VERMELHO,ALTA,Nao,Nao
SP,,2025-09,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.3500,1.2943,AMARELO,,Nao,Nao
SP,,2025-10,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.2300,1.2943,AMARELO,,Nao,Nao
SP,,2025-11,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.1400,1.2943,AMARELO,,Nao,Nao
SP,,2026-03,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.2700,1.2943,AMARELO,,Nao,Nao
SP,,2026-04,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.3700,1.2943,AMARELO,,Nao,Nao
SP,GUARATINGUETÁ-SP,2025-06,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.3600,1.2943,AMARELO,,Nao,Nao
SP,GUARATINGUETÁ-SP,2025-07,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.3800,1.2943,AMARELO,,Nao,Nao
SP,GUARATINGUETÁ-SP,2025-09,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.3500,1.2943,AMARELO,,Nao,Nao
SP,GUARATINGUETÁ-SP,2025-10,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.2300,1.2943,AMARELO,,Nao,Nao
SP,GUARATINGUETÁ-SP,2025-11,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.1400,1.2943,AMARELO,,Nao,Nao
SP,,2025-06,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.3600,1.2943,AMARELO,,Nao,Nao
SP,,2025-07,ARROZ - LONGO FINO TIPO 1 58,CEREAIS_GRAOS,1.3800,1.2943,AMARELO,,Nao,Nao
SP,,2026-05,MILHO - EM GRÃOS,LEGUMES,0.9900,1.0043,AMARELO,ALTA,Nao,Nao
SP,,2026-04,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.5000,4.4229,AMARELO,,Nao,Nao
SP,,2026-03,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.3700,4.4229,AMARELO,,Nao,Nao
SP,,2026-02,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.3800,4.4229,AMARELO,,Nao,Nao
SP,,2026-01,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.4500,4.4229,AMARELO,,Nao,Nao
SP,,2025-12,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.5500,4.4229,AMARELO,,Nao,Nao
SP,,2025-09,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.9500,4.4229,AMARELO,,Nao,Nao
SP,,2025-08,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.7100,4.4229,AMARELO,,Nao,Nao
SP,,2025-07,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.8600,4.4229,AMARELO,,Nao,Nao
SP,,2025-06,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.5700,4.4229,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2026-04,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.5000,4.2414,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2026-03,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.3700,4.2414,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2026-02,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.3800,4.2414,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2026-01,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.4500,4.2414,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-12,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,3.6200,4.2414,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-10,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,3.7500,4.2414,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-09,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,3.9800,4.2414,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-08,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.7100,4.2414,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-07,ARROZ - LONGO FINO TIPO 1 BE,CEREAIS_GRAOS,4.8600,4.2414,AMARELO,,Nao,Nao
SP,OURINHOS-SP,2026-05,MILHO - EM GRÃOS,LEGUMES,0.9800,1.0957,AMARELO,ALTA,Nao,Nao
SP,SÃO PAULO-SP,2025-11,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,3.9500,4.3671,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-10,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,4.2300,4.3671,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-09,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,4.5300,4.3671,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-08,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,4.3200,4.3671,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-07,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,4.9000,4.3671,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-06,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,4.9200,4.3671,AMARELO,,Nao,Nao
SP,,2025-10,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,4.2300,4.3671,AMARELO,,Nao,Nao
SP,,2025-12,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,3.7200,4.3671,AMARELO,,Nao,Nao
SP,,2025-11,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,3.9500,4.3671,AMARELO,,Nao,Nao
SP,,2025-09,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,4.5300,4.3671,AMARELO,,Nao,Nao
SP,,2025-08,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,4.3200,4.3671,AMARELO,,Nao,Nao
SP,,2025-07,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,4.9000,4.3671,AMARELO,,Nao,Nao
SP,,2025-06,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,4.9200,4.3671,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2025-12,ARROZ - PARBOILIZADO LONGO F,CEREAIS_GRAOS,3.7200,4.3671,AMARELO,,Nao,Nao
SP,,2026-07,Aspargo,VERDURAS,33.0000,33.0000,AMARELO,,Nao,Nao
SP,,2026-06,Aspargo,VERDURAS,33.0000,33.0000,AMARELO,,Nao,Nao
SP,,2026-07,Atemoia,FRUTAS,8.8767,8.8767,AMARELO,,Nao,Nao
SP,,2026-06,Atemoia,FRUTAS,8.0767,8.0767,AMARELO,,Nao,Nao
SP,,2026-06,Atum,PESCADOS,26.4833,26.4833,AMARELO,,Nao,Nao
SP,,2026-07,Atum,PESCADOS,20.4750,20.4750,AMARELO,,Nao,Nao
SP,,2026-06,Bagre Água Salgada,PESCADOS,10.3800,10.3800,AMARELO,,Nao,Nao
SP,,2026-07,Bagre Água Salgada,PESCADOS,11.7900,11.7900,AMARELO,,Nao,Nao
SP,SÃO PAULO-SP,2026-04,BANANA - NANICA,FRUTAS,1.0400,0.9800,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-03,BANANA - NANICA,FRUTAS,1.0200,0.9800,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-02,BANANA - NANICA,FRUTAS,1.0000,0.9800,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-01,BANANA - NANICA,FRUTAS,1.0200,0.9800,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-12,BANANA - NANICA,FRUTAS,1.0800,0.9800,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-11,BANANA - NANICA,FRUTAS,1.0600,0.9800,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-10,BANANA - NANICA,FRUTAS,1.0500,0.9800,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-09,BANANA - NANICA,FRUTAS,1.0000,0.9800,AMARELO,,Sim,Nao
SP,,2026-01,BANANA - NANICA,FRUTAS,1.0200,0.9800,AMARELO,,Sim,Nao
SP,,2025-12,BANANA - NANICA,FRUTAS,1.0800,0.9800,AMARELO,,Sim,Nao
SP,,2025-11,BANANA - NANICA,FRUTAS,1.0600,0.9800,AMARELO,,Sim,Nao
SP,,2025-10,BANANA - NANICA,FRUTAS,1.0500,0.9800,AMARELO,,Sim,Nao
SP,,2025-09,BANANA - NANICA,FRUTAS,1.0000,0.9800,AMARELO,,Sim,Nao
SP,,2026-03,BANANA - NANICA,FRUTAS,1.0200,0.9800,AMARELO,,Sim,Nao
SP,,2026-02,BANANA - NANICA,FRUTAS,1.0000,0.9800,AMARELO,,Sim,Nao
SP,,2026-04,BANANA - NANICA,FRUTAS,1.0400,0.9800,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-05,BANANA - PRATA,FRUTAS,0.9000,1.0511,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-04,BANANA - PRATA,FRUTAS,1.0700,1.0511,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-03,BANANA - PRATA,FRUTAS,1.0500,1.0511,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-02,BANANA - PRATA,FRUTAS,1.1000,1.0511,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2026-01,BANANA - PRATA,FRUTAS,1.1000,1.0511,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-12,BANANA - PRATA,FRUTAS,1.0800,1.0511,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-11,BANANA - PRATA,FRUTAS,1.0400,1.0511,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-10,BANANA - PRATA,FRUTAS,1.0700,1.0511,AMARELO,,Sim,Nao
SP,SÃO PAULO-SP,2025-09,BANANA - PRATA,FRUTAS,1.0500,1.0511,AMARELO,,Sim,Nao
SP,REGISTRO-SP,2025-10,BANANA - PRATA,FRUTAS,2.7800,3.0643,AMARELO,,Nao,Nao
SP,REGISTRO-SP,2025-09,BANANA - PRATA,FRUTAS,3.2000,3.0643,AMARELO,,Nao,Nao
SP,REGISTRO-SP,2025-08,BANANA - PRATA,FRUTAS,2.9900,3.0643,AMARELO,,Nao,Nao
SP,REGISTRO-SP,2025-07,BANANA - PRATA,FRUTAS,2.9600,3.0643,AMARELO,,Nao,Nao
SP,REGISTRO-SP,2025-06,BANANA - PRATA,FRUTAS,2.6400,3.0643,AMARELO,,Nao,Nao
SP,,2025-11,BANANA - PRATA,FRUTAS,2.6000,2.3000,AMARELO,,Nao,Nao
SP,,2025-06,BANANA - PRATA,FRUTAS,2.6400,2.3000,AMARELO,,Nao,Nao
SP,,2026-06,Banana Maçã,FRUTAS,3.7500,3.7500,AMARELO,,Nao,Nao
SP,,2026-07,Banana Maçã,FRUTAS,5.5667,5.5667,AMARELO,,Nao,Nao
SP,,2026-05,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2025-01,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2025-02,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2025-03,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2025-04,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2025-05,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2025-06,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2025-07,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2025-08,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2025-09,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2025-10,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2025-11,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2025-12,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2026-01,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2026-02,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2026-03,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2026-04,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2026-06,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
SP,,2026-07,Banana Nanica,FRUTAS,17.4125,17.4125,AMARELO,,Nao,Nao
