ID Produto,Categoria,Nome do Produto,UF,Municipio,Mes/Ano Referencia,Preco Atual (R$),Preco Referencia (Baseline - R$),Divergencia Matematica (%),Status do Semafaro (Cor no DB),Previsao IA (Tendencia Futura),Usa Dado Fallback?,Usa Dado Interpolado?
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,MT,,2025-12,1.5700,4.2229,-62.82,VERDE,,Nao,Nao
1038,HORTIFRUTIGRANJEIROS,Melancia,SP,,2025-04,1.5875,1.5875,0.00,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,PA,,2026-05,0.5200,0.6286,-17.28,VERDE,,Nao,Nao
834,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA TIPO 1 SECA,ES,VITÓRIA-ES,2025-10,4.3200,4.4857,-3.69,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,RS,PORTO ALEGRE-RS,2026-05,15.9500,15.0314,6.11,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PB,MONTEIRO-PB,2025-09,1.3300,1.3386,-0.64,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,CE,FORTALEZA-CE,2026-01,6.9000,5.9900,15.19,VERMELHO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RJ,ITAPERUNA-RJ,2025-11,2.0000,2.2633,-11.63,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,MG,,2025-06,6.7800,6.1971,9.41,AMARELO,,Nao,Nao
922,HORTIFRUTIGRANJEIROS,Abóbora Seca,RJ,"",2026-06,2.5000,2.5000,0.00,AMARELO,,Sim,Nao
1111,HORTIFRUTIGRANJEIROS,Quiabo,TO,"",2026-06,7.9200,7.9200,0.00,AMARELO,,Sim,Nao
752,PROTEINAS,MANTEIGA - NÃO INFORMADO,AL,,2025-09,62.6200,61.7325,1.44,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,AP,,2026-01,8.5600,9.0475,-5.39,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,AL,MACEIÓ-AL,2025-07,6.4500,6.5429,-1.42,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,RS,SANTA ROSA-RS,2025-10,2.0200,2.0329,-0.63,AMARELO,,Nao,Nao
783,CEREAIS_GRAOS,FARINHA DE TRIGO - COM FERMENTO,RO,PORTO VELHO-RO,2025-08,4.5000,4.6633,-3.50,AMARELO,,Nao,Nao
755,ALIMENTO_VAREJO,CAFE - ARÁBICA TIPO 7,ES,VITÓRIA-ES,2026-01,26.6300,24.8900,6.99,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,AM,,2025-06,6.2500,5.8286,7.23,AMARELO,,Nao,Nao
907,ALIMENTO_VAREJO,ACUCAR - REFINADO,PR,,2025-11,4.4800,4.4750,0.11,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PA,SANTA MARIA DAS BARREIRAS-PA,2025-06,1.6500,1.3229,24.73,VERMELHO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,PI,,2026-04,8.4600,5.9243,42.80,VERMELHO,,Nao,Nao
898,PROTEINAS,CARNE CAPRINA - CARCAÇA,PE,AFOGADOS DA INGAZEIRA-PE,2025-09,30.0000,28.4429,5.47,AMARELO,,Nao,Nao
754,CEREAIS_GRAOS,"TRIGO - PÃO, PH 75, TIPO 2",PR,,2025-09,1.1200,1.1086,1.03,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,RN,NATAL-RN,2026-01,67.3400,64.9029,3.75,AMARELO,,Nao,Nao
870,PROTEINAS,LEITE DE CABRA - IN NATURA,PB,PRATA-PB,2025-07,4.1100,4.1100,0.00,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,PR,CAMPO MOURÃO-PR,2026-03,2.0000,2.1114,-5.28,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,RN,,2025-08,6.3100,6.5471,-3.62,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,MA,,2025-07,0.9700,1.1671,-16.89,VERDE,,Nao,Nao
838,CEREAIS_GRAOS,FARINHA DE TRIGO - NÃO INFORMADO,GO,GOIÂNIA-GO,2026-04,4.8000,4.7975,0.05,AMARELO,,Nao,Nao
822,ALIMENTO_VAREJO,FEIJAO - COMUM CORES,SP,TAQUARITUBA-SP,2025-11,4.0700,3.7786,7.71,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,AP,,2025-10,4.8300,4.4486,8.57,AMARELO,,Nao,Nao
747,PROTEINAS,CARNE OVINA - CARCAÇA,SE,TOBIAS BARRETO-SE,2025-10,28.3500,28.6814,-1.16,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,GO,GOIÂNIA-GO,2026-05,10.1600,5.7700,76.08,VERMELHO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,AC,,2026-02,9.5900,9.6657,-0.78,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,SC,MAFRA-SC,2025-06,2.0600,2.0571,0.14,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,MG,,2026-01,2.1100,2.6214,-19.51,VERDE,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,CE,,2025-10,15.8800,22.7429,-30.18,VERDE,,Nao,Nao
1083,HORTIFRUTIGRANJEIROS,Laranja Valência,SP,,2026-07,3.0000,3.1250,-4.00,AMARELO,,Sim,Nao
932,ALIMENTO_VAREJO,Batata Lavada,SP,,2024-02,7.8215,22.0944,-64.60,VERDE,,Nao,Sim
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,GO,PARAÚNA-GO,2025-09,0.8900,0.8800,1.14,AMARELO,,Nao,Nao
760,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA SECA,RN,,2025-07,2.5800,2.6000,-0.77,AMARELO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,RR,BOA VISTA-RR,2026-04,44.9900,44.3025,1.55,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,MT,CUIABÁ-MT,2026-05,48.4700,42.9925,12.74,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,ES,VITÓRIA-ES,2025-11,4.0600,4.3600,-6.88,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,AL,MACEIÓ-AL,2025-12,45.4700,44.6225,1.90,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,CE,FORTALEZA-CE,2026-02,50.6200,49.2925,2.69,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,RS,LAJEADO-RS,2025-11,1.0800,1.2243,-11.79,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,MG,PIUMHI-MG,2025-10,1.0200,1.0143,0.56,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,DF,BRASÍLIA-DF,2026-02,0.6700,0.8950,-25.14,VERDE,,Nao,Nao
819,ALIMENTO_VAREJO,OLEO DE PEQUI - NÃO INFORMADO,CE,,2025-06,117.5000,116.6457,0.73,AMARELO,,Nao,Nao
767,PROTEINAS,CARNE BOVINA - DIANTEIRO COM OSSO,MG,BELO HORIZONTE-MG,2025-07,18.5200,18.4014,0.64,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,RO,,2026-05,6.5600,3.8571,70.08,VERMELHO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,AM,MANAUS-AM,2025-06,6.1000,5.8957,3.47,AMARELO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,SC,SÃO JOSÉ-SC,2025-11,3.5400,3.6686,-3.51,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,PR,CURITIBA-PR,2026-03,0.7600,0.7975,-4.70,AMARELO,,Nao,Nao
793,ALIMENTO_VAREJO,MACARRAO - ESPAGUETE SÊMOLA SEM,PA,,2025-07,8.5400,8.4667,0.87,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,AL,MACEIÓ-AL,2025-07,46.8000,36.6743,27.61,VERMELHO,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,MA,,2025-08,5.9500,6.1900,-3.88,AMARELO,,Nao,Nao
1098,HORTIFRUTIGRANJEIROS,Alho Porro,RJ,"",2026-06,14.0000,14.0000,0.00,AMARELO,,Sim,Nao
1160,HORTIFRUTIGRANJEIROS,Beterraba,AL,,2026-07,3.5000,3.5000,0.00,AMARELO,,Sim,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,PR,CURITIBA-PR,2025-12,3.8900,5.1700,-24.76,VERDE,,Nao,Nao
932,ALIMENTO_VAREJO,Batata Lavada,MG,,2025-08,2.7826,2.7826,0.00,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,RS,ERECHIM-RS,2026-04,1.0500,1.1429,-8.13,AMARELO,,Nao,Nao
760,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA SECA,AL,,2025-07,3.7300,3.5986,3.65,AMARELO,,Nao,Nao
2456,HORTIFRUTIGRANJEIROS,Manga Keity,DF,"",2026-07,4.5000,3.2500,38.46,VERMELHO,,Sim,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PA,DOM ELISEU-PA,2026-05,1.0800,1.0614,1.75,AMARELO,,Nao,Nao
845,HORTIFRUTIGRANJEIROS,BATATA-DOCE - NÃO INFORMADO,AL,QUEBRANGULO-AL,2025-08,0.6800,0.6643,2.36,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,BA,,2026-01,71.8000,68.2957,5.13,AMARELO,,Nao,Nao
869,ALIMENTO_VAREJO,OLEO VEGETAL - AUREO 720 G/L ÓLEO V,PR,UBIRATÃ-PR,2025-11,29.3600,29.1300,0.79,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,GO,GOIÂNIA-GO,2026-02,0.7600,0.8800,-13.64,AMARELO,,Nao,Nao
870,PROTEINAS,LEITE DE CABRA - IN NATURA,PE,,2025-09,3.5000,3.5586,-1.65,AMARELO,,Nao,Nao
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,GO,,2026-01,3.5400,3.6771,-3.73,AMARELO,,Nao,Nao
1134,HORTIFRUTIGRANJEIROS,Maça Red Del Importada,DF,"",2026-06,8.8900,8.8900,0.00,AMARELO,,Sim,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,PA,,2026-03,7.6000,6.5700,15.68,VERMELHO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,RR,,2025-12,2.4400,2.3200,5.17,AMARELO,,Nao,Nao
777,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA TIPO 1 SECA,PB,JOÃO PESSOA-PB,2025-10,4.8200,4.7600,1.26,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,RR,BOA VISTA-RR,2025-09,44.7400,45.3500,-1.35,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,RS,SANTA ROSA-RS,2026-04,1.0800,0.9843,9.72,AMARELO,,Nao,Nao
2456,HORTIFRUTIGRANJEIROS,Manga Keity,MS,,2026-07,10.8000,10.8000,0.00,AMARELO,,Sim,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,PB,JOÃO PESSOA-PB,2025-10,7.1000,7.0271,1.04,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,PB,JOÃO PESSOA-PB,2025-09,7.0500,7.0271,0.33,AMARELO,,Nao,Nao
895,ALIMENTO_VAREJO,"CAFE - ARÁBICA TIPO 6, BEBI",GO,CRISTALINA-GO,2025-07,30.0400,36.0843,-16.75,VERDE,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RR,,2026-05,5.4400,5.4043,0.66,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,PR,CURITIBA-PR,2025-10,8.7200,8.4929,2.67,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,TO,PALMAS-TO,2026-04,0.8700,1.0050,-13.43,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,GO,GOIÂNIA-GO,2026-01,18.6500,18.5029,0.80,AMARELO,,Nao,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,SC,CANOINHAS-SC,2025-08,2.0200,2.0457,-1.26,AMARELO,,Nao,Nao
778,HORTIFRUTIGRANJEIROS,LARANJA - INDÚSTRIA,RS,,2026-05,0.4000,0.6871,-41.78,VERDE,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,ES,VITÓRIA-ES,2026-02,3.1600,3.5314,-10.52,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,MT,CUIABÁ-MT,2026-04,4.2900,3.6429,17.76,VERMELHO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,MS,,2025-11,4.3800,4.3557,0.56,AMARELO,,Nao,Nao
909,CEREAIS_GRAOS,ARROZ - LONGO FINO EM CASCA,RJ,MACAÉ-RJ,2025-10,1.6000,1.5471,3.42,AMARELO,,Nao,Nao
1095,ALIMENTO_VAREJO,Ovo Vermelho,SP,,2024-09,62.4700,90.0000,-30.59,VERDE,,Nao,Sim
864,ALIMENTO_VAREJO,PAO - FRANCÊS,RJ,,2025-10,19.6600,17.7671,10.65,AMARELO,,Nao,Nao
834,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA TIPO 1 SECA,PE,,2025-08,6.0000,6.2171,-3.49,AMARELO,,Nao,Nao
887,ALIMENTO_VAREJO,CEBOLA - NÃO INFORMADO,BA,,2026-02,2.6600,1.6486,61.35,VERMELHO,,Nao,Nao
804,ALIMENTO_VAREJO,FLOCOS DE MILHO - FLOCÃO,AL,,2025-09,3.4400,3.4543,-0.41,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,RN,,2026-03,0.8100,0.7550,7.28,AMARELO,,Nao,Nao
1118,ALIMENTO_VAREJO,Cebola Roxa,PR,,2026-07,5.0000,5.2500,-4.76,AMARELO,,Sim,Nao
829,ALIMENTO_VAREJO,AZEITE DE BABACU - NÃO INFORMADO,CE,BARBALHA-CE,2025-08,40.0000,40.0000,0.00,AMARELO,,Nao,Nao
838,CEREAIS_GRAOS,FARINHA DE TRIGO - NÃO INFORMADO,RJ,RIO DE JANEIRO-RJ,2026-05,4.6800,4.9975,-6.35,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,PI,,2025-10,19.6400,19.8671,-1.14,AMARELO,,Nao,Nao
781,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA(O) SECA BRANC,SC,,2025-06,2.1500,2.0000,7.50,AMARELO,,Nao,Nao
971,HORTIFRUTIGRANJEIROS,Tomate Caqui,SP,,2025-03,95.2075,94.1199,1.16,AMARELO,,Nao,Nao
824,ALIMENTO_VAREJO,FLOCOS DE MILHO - ENRIQUECIDO,DF,,2025-07,4.0200,3.8133,5.42,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,BA,,2025-10,73.8300,68.2957,8.10,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,DF,,2026-04,8.2100,7.9243,3.61,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,PA,,2025-06,5.0900,4.6014,10.62,AMARELO,,Nao,Nao
1990,HORTIFRUTIGRANJEIROS,Ameixa Nacional,SP,,2026-06,3.5400,3.5400,0.00,AMARELO,,Sim,Nao
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,BA,,2026-01,3.7400,3.8914,-3.89,AMARELO,,Nao,Nao
1338,ALIMENTO_VAREJO,Alho Importado China,PE,,2026-07,18.5000,18.5000,0.00,AMARELO,,Sim,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,MS,,2026-01,8.2100,8.1986,0.14,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,PE,,2025-11,14.0600,14.0850,-0.18,AMARELO,,Nao,Nao
822,ALIMENTO_VAREJO,FEIJAO - COMUM CORES,ES,PINHEIROS-ES,2025-11,4.2500,4.6429,-8.46,AMARELO,,Nao,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,PR,PONTA GROSSA-PR,2025-10,2.1400,2.0171,6.09,AMARELO,,Nao,Nao
956,HORTIFRUTIGRANJEIROS,Laranja Baia,PB,"",2026-07,2.1500,2.1500,0.00,AMARELO,,Sim,Nao
926,HORTIFRUTIGRANJEIROS,Brócolos Ninja,MA,,2026-06,11.4800,13.2150,-13.13,AMARELO,,Sim,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,ES,,2025-12,0.7100,0.8250,-13.94,AMARELO,,Nao,Nao
1132,HORTIFRUTIGRANJEIROS,Maçã Gala,SP,,2024-11,52.3606,77.4167,-32.37,VERDE,,Nao,Sim
1078,HORTIFRUTIGRANJEIROS,Couve-Flor,SP,,2026-07,7.5600,7.5600,0.00,AMARELO,,Sim,Nao
808,ALIMENTO_VAREJO,SAL - NÃO INFORMADO,PB,,2025-06,1.9700,2.0233,-2.63,AMARELO,,Nao,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,PE,,2025-10,5.0800,5.4514,-6.81,AMARELO,,Nao,Nao
835,HORTIFRUTIGRANJEIROS,LARANJA - INDÚSTRIA PERA,SE,,2026-02,0.2100,0.4871,-56.89,VERDE,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,RN,NATAL-RN,2025-11,1.3300,1.3143,1.19,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PR,PONTA GROSSA-PR,2026-03,1.0200,0.9943,2.58,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,PI,BOM JESUS-PI,2025-09,2.0900,2.0443,2.24,AMARELO,,Nao,Nao
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,PE,,2026-05,3.9200,3.7300,5.09,AMARELO,,Nao,Nao
755,ALIMENTO_VAREJO,CAFE - ARÁBICA TIPO 7,ES,BREJETUBA-ES,2025-09,28.0000,24.9543,12.21,AMARELO,,Nao,Nao
1037,ALIMENTO_VAREJO,Alho Importado Argentina,DF,"",2026-06,21.0000,21.0000,0.00,AMARELO,,Sim,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,ES,SANTA MARIA DE JETIBÁ-ES,2025-08,5.1600,4.4114,16.97,VERMELHO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,SE,,2025-12,1.9600,2.1814,-10.15,AMARELO,,Nao,Nao
773,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA AMARELO (A) 1,RO,,2025-10,5.2400,5.3086,-1.29,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,AP,MACAPÁ-AP,2026-02,5.9100,5.6600,4.42,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,SE,,2025-09,11.8100,11.0771,6.62,AMARELO,,Nao,Nao
909,CEREAIS_GRAOS,ARROZ - LONGO FINO EM CASCA,MT,,2025-06,1.1100,1.0929,1.56,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,RJ,MACAÉ-RJ,2025-10,1.4200,1.4743,-3.68,AMARELO,,Nao,Nao
1017,HORTIFRUTIGRANJEIROS,Couve Manteiga,AL,,2026-06,5.0000,5.0000,0.00,AMARELO,,Sim,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,PB,,2025-12,7.3500,7.0786,3.83,AMARELO,,Nao,Nao
1102,HORTIFRUTIGRANJEIROS,Brócolos Ramoso,CE,"",2026-06,25.0000,25.0000,0.00,AMARELO,,Sim,Nao
1160,HORTIFRUTIGRANJEIROS,Beterraba,DF,"",2026-06,3.0000,3.0000,0.00,AMARELO,,Sim,Nao
850,PROTEINAS,CARNE DE FRANGO - CONGELADO,MG,BELO HORIZONTE-MG,2025-08,8.8600,9.3886,-5.63,AMARELO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,RO,PORTO VELHO-RO,2026-01,35.9900,35.7300,0.73,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,MT,CUIABÁ-MT,2025-11,5.2300,5.3043,-1.40,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,SC,ABELARDO LUZ-SC,2026-02,1.1600,1.0943,6.00,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,SC,FLORIANÓPOLIS-SC,2025-10,0.6100,0.6200,-1.61,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,MG,,2026-02,0.6300,2.9386,-78.56,VERDE,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,MT,CUIABÁ-MT,2026-04,46.0000,42.0350,9.43,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,MG,,2026-05,47.0000,43.3575,8.40,AMARELO,,Nao,Nao
846,HORTIFRUTIGRANJEIROS,BATATA - NÃO INFORMADO,SP,,2026-02,6.2300,5.8325,6.82,AMARELO,,Nao,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,RO,PORTO VELHO-RO,2026-03,5.8100,5.9343,-2.09,AMARELO,,Nao,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,PR,IRATI-PR,2025-08,1.8500,1.9486,-5.06,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,SC,,2025-09,68.1500,66.1871,2.97,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,MG,,2025-08,4.7700,4.5886,3.95,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,SE,ARACAJU-SE,2026-03,12.2300,11.0771,10.41,AMARELO,,Nao,Nao
912,PROTEINAS,FRANGO - VIVO,SC,,2025-07,4.3400,4.3600,-0.46,AMARELO,,Nao,Nao
1017,HORTIFRUTIGRANJEIROS,Couve Manteiga,ES,,2026-06,4.5500,4.5500,0.00,AMARELO,,Sim,Nao
772,HORTIFRUTIGRANJEIROS,BATATA - INGLESA,BA,MUCUGÊ-BA,2025-06,3.2500,2.3986,35.50,VERMELHO,,Nao,Nao
835,HORTIFRUTIGRANJEIROS,LARANJA - INDÚSTRIA PERA,SP,ITÁPOLIS-SP,2025-12,0.7400,1.0871,-31.93,VERDE,,Nao,Nao
842,CEREAIS_GRAOS,"TRIGO - PÃO, PH 78, TIPO 1",RS,CRUZ ALTA-RS,2026-02,1.0600,1.0843,-2.24,AMARELO,,Nao,Nao
800,PROTEINAS,CARNE BOVINA - PONTA DE AGULHA,MS,CAMPO GRANDE-MS,2026-02,19.9500,18.9314,5.38,AMARELO,,Nao,Nao
760,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA SECA,GO,,2025-09,7.0000,7.0000,0.00,AMARELO,,Nao,Nao
795,PROTEINAS,CARNE DE FRANGO - SEM MIÚDOS CONGELADA,SC,,2025-12,10.7400,11.1357,-3.55,AMARELO,,Nao,Nao
772,HORTIFRUTIGRANJEIROS,BATATA - INGLESA,ES,,2026-02,2.2700,2.4357,-6.80,AMARELO,,Nao,Nao
752,PROTEINAS,MANTEIGA - NÃO INFORMADO,MG,,2025-11,42.5000,43.5450,-2.40,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,AL,,2026-04,8.3300,6.6429,25.40,VERMELHO,,Nao,Nao
756,CEREAIS_GRAOS,FARINHA DE MANDIOCA - D'ÁGUA AMARELA,MA,,2026-01,8.3100,8.2500,0.73,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PB,,2026-04,1.3500,1.4400,-6.25,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,AM,MANAUS-AM,2025-12,4.7400,5.3400,-11.24,AMARELO,,Nao,Nao
801,PROTEINAS,LEITE DE VACA - PASTEURIZADO TIPO C,PB,CATURITÉ-PB,2025-12,4.3300,4.3300,0.00,AMARELO,,Nao,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,RS,NOVA PALMA-RS,2025-12,1.9200,1.8971,1.21,AMARELO,,Nao,Nao
1018,HORTIFRUTIGRANJEIROS,Mamão Formosa,SC,,2026-06,6.0000,6.0000,0.00,AMARELO,,Sim,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,SP,,2025-07,8.6800,8.1729,6.20,AMARELO,,Nao,Nao
895,ALIMENTO_VAREJO,"CAFE - ARÁBICA TIPO 6, BEBI",MG,SÃO SEBASTIÃO DO PARAÍSO-MG,2025-09,37.5400,35.8257,4.79,AMARELO,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,MG,,2025-06,5.4500,5.3029,2.77,AMARELO,,Nao,Nao
913,PROTEINAS,CARNE SUINA - PERNIL COM OSSO CONG,SC,,2025-06,13.6200,15.0214,-9.33,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,SP,,2026-03,1.9100,2.0586,-7.22,AMARELO,,Nao,Nao
1165,HORTIFRUTIGRANJEIROS,Abóbora Paulista,BA,,2026-07,3.0000,3.0000,0.00,AMARELO,,Sim,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,MG,,2025-07,4.1200,2.9386,40.20,VERMELHO,,Nao,Nao
752,PROTEINAS,MANTEIGA - NÃO INFORMADO,ES,,2026-03,63.2000,65.8975,-4.09,AMARELO,,Nao,Nao
909,CEREAIS_GRAOS,ARROZ - LONGO FINO EM CASCA,AC,CRUZEIRO DO SUL-AC,2025-07,2.0000,2.0000,0.00,AMARELO,,Nao,Nao
