ID Produto,Categoria,Nome do Produto,UF,Municipio,Mes/Ano Referencia,Preco Atual (R$),Preco Referencia (Baseline - R$),Divergencia Matematica (%),Status do Semafaro (Cor no DB),Previsao IA (Tendencia Futura),Usa Dado Fallback?,Usa Dado Interpolado?
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,RN,NATAL-RN,2025-12,0.4700,0.5271,-10.83,AMARELO,,Nao,Nao
829,ALIMENTO_VAREJO,AZEITE DE BABACU - NÃO INFORMADO,CE,BARBALHA-CE,2025-10,40.0000,40.0000,0.00,AMARELO,,Nao,Nao
909,CEREAIS_GRAOS,ARROZ - LONGO FINO EM CASCA,MT,,2026-05,1.6200,1.0929,48.23,VERMELHO,,Nao,Nao
877,HORTIFRUTIGRANJEIROS,TOMATE - ITALIANO,PR,RESERVA-PR,2025-09,3.1700,3.1629,0.22,AMARELO,,Nao,Nao
835,HORTIFRUTIGRANJEIROS,LARANJA - INDÚSTRIA PERA,MG,FRUTAL-MG,2025-11,1.0000,1.0943,-8.62,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,SC,SÃO JOSÉ-SC,2025-06,15.2700,14.9933,1.85,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,SC,SÃO MIGUEL DO OESTE-SC,2025-10,2.2300,2.3557,-5.34,AMARELO,,Nao,Nao
982,HORTIFRUTIGRANJEIROS,Jiló,MT,,2026-07,4.1400,4.1400,0.00,AMARELO,,Sim,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,PI,,2025-07,9.1500,9.6329,-5.01,AMARELO,,Nao,Nao
907,ALIMENTO_VAREJO,ACUCAR - REFINADO,RJ,,2026-01,4.1500,4.4625,-7.00,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,PE,RECIFE-PE,2025-12,40.4900,39.9275,1.41,AMARELO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,SP,SÃO PAULO-SP,2025-09,51.4000,52.0550,-1.26,AMARELO,,Nao,Nao
1211,HORTIFRUTIGRANJEIROS,Cebolete,SP,,2026-06,7.0000,7.0000,0.00,AMARELO,,Sim,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,DF,BRASÍLIA-DF,2025-12,42.2300,41.8950,0.80,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,RS,,2025-10,8.8000,7.1000,23.94,VERMELHO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,CE,,2025-10,4.1000,4.2671,-3.92,AMARELO,,Nao,Nao
911,PROTEINAS,CARNE BOVINA - COXÃO MOLE S/OSSO,PB,,2026-02,46.2300,44.7200,3.38,AMARELO,,Nao,Nao
833,ALIMENTO_VAREJO,MACARRAO - ESPAGUETE SÊMOLA COM,MT,CUIABÁ-MT,2025-11,7.8700,7.8971,-0.34,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RN,CURRAIS NOVOS-RN,2025-11,2.3700,2.2914,3.43,AMARELO,,Nao,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,RS,VACARIA-RS,2025-11,1.8400,1.8586,-1.00,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,RO,,2026-04,15.3400,14.9657,2.50,AMARELO,,Nao,Nao
756,CEREAIS_GRAOS,FARINHA DE MANDIOCA - D'ÁGUA AMARELA,MA,SÃO LUÍS-MA,2025-10,8.1400,8.2500,-1.33,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,RR,,2025-07,4.3200,4.6800,-7.69,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,RJ,,2025-12,69.6200,71.5629,-2.71,AMARELO,,Nao,Nao
908,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO,RS,VACARIA-RS,2025-08,1.9300,1.8586,3.84,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,RJ,TRAJANO DE MORAES-RJ,2025-09,1.9700,1.9971,-1.36,AMARELO,,Nao,Nao
898,PROTEINAS,CARNE CAPRINA - CARCAÇA,PE,PARNAMIRIM-PE,2025-07,25.8300,30.4343,-15.13,VERDE,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,MS,CAMPO GRANDE-MS,2026-03,1.0200,2.2300,-54.26,VERDE,,Nao,Nao
834,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA TIPO 1 SECA,AP,MACAPÁ-AP,2025-07,5.8200,5.9171,-1.64,AMARELO,,Nao,Nao
1152,HORTIFRUTIGRANJEIROS,Batata Doce Amarela,PR,,2025-07,40.3850,40.3850,0.00,AMARELO,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,AM,MANAUS-AM,2025-10,6.1900,6.9157,-10.49,AMARELO,,Nao,Nao
834,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA TIPO 1 SECA,AL,MACEIÓ-AL,2025-11,4.6700,5.1686,-9.65,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,MG,BELO HORIZONTE-MG,2025-09,0.8900,0.8900,0.00,AMARELO,,Nao,Nao
804,ALIMENTO_VAREJO,FLOCOS DE MILHO - FLOCÃO,MS,,2025-07,9.1600,9.1600,0.00,AMARELO,,Nao,Nao
910,ALIMENTO_VAREJO,AZEITE DE MACAUBA - NÃO INFORMADO,CE,,2026-05,40.0000,40.0000,0.00,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,PE,RECIFE-PE,2025-12,0.9100,0.9633,-5.53,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,RO,PORTO VELHO-RO,2026-02,15.2800,14.9657,2.10,AMARELO,,Nao,Nao
834,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA TIPO 1 SECA,GO,GOIÂNIA-GO,2025-10,7.0000,7.0586,-0.83,AMARELO,,Nao,Nao
1109,HORTIFRUTIGRANJEIROS,Manga Tommy,SP,,2024-04,2.4650,5.8500,-57.86,VERDE,,Nao,Sim
800,PROTEINAS,CARNE BOVINA - PONTA DE AGULHA,MG,BELO HORIZONTE-MG,2025-11,18.1600,17.5914,3.23,AMARELO,,Nao,Nao
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,AP,,2025-09,4.4000,4.5375,-3.03,AMARELO,,Nao,Nao
891,HORTIFRUTIGRANJEIROS,UVA - INDÚSTRIA BORDÔ,RS,,2025-12,2.2200,2.2200,0.00,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,RS,CRUZ ALTA-RS,2025-10,2.0300,2.0471,-0.84,AMARELO,,Nao,Nao
752,PROTEINAS,MANTEIGA - NÃO INFORMADO,SC,FLORIANÓPOLIS-SC,2026-04,65.4900,67.7900,-3.39,AMARELO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,AC,,2025-12,32.4700,31.7300,2.33,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,RN,,2025-08,42.0000,40.3486,4.09,AMARELO,,Nao,Nao
777,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA TIPO 1 SECA,DF,,2025-09,4.9900,5.3200,-6.20,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,SE,,2026-04,5.5300,5.1957,6.43,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,RJ,RIO DE JANEIRO-RJ,2026-04,64.4000,69.6000,-7.47,AMARELO,,Nao,Nao
760,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA SECA,GO,,2026-04,5.5000,7.0000,-21.43,VERDE,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,MT,,2025-09,1.1200,0.8786,27.48,VERMELHO,,Nao,Nao
823,ALIMENTO_VAREJO,CAFE - CONILLON TIPO 7,ES,VITÓRIA-ES,2025-08,19.8700,20.5929,-3.51,AMARELO,,Nao,Nao
859,PROTEINAS,CARNE BOVINA - PATINHO S/OSSO,MT,CUIABÁ-MT,2025-11,41.7700,42.0350,-0.63,AMARELO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,PI,TERESINA-PI,2025-12,4.8600,5.0157,-3.10,AMARELO,,Nao,Nao
857,CEREAIS_GRAOS,FARINHA DE TRIGO - SEM FERMENTO,RS,PORTO ALEGRE-RS,2025-12,3.6700,3.7829,-2.98,AMARELO,,Nao,Nao
1117,HORTIFRUTIGRANJEIROS,Alface Mimosa,PR,,2026-06,48.0000,48.0000,0.00,AMARELO,,Sim,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,RO,PORTO VELHO-RO,2026-01,1.3400,1.3343,0.43,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,SC,FLORIANÓPOLIS-SC,2025-11,66.7400,67.3650,-0.93,AMARELO,,Nao,Nao
796,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA SECA,SE,CAMPO DO BRITO-SE,2025-12,3.4300,3.7914,-9.53,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,RN,,2025-09,5.5100,4.9657,10.96,AMARELO,,Nao,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,RO,,2026-05,8.0200,5.0300,59.44,VERMELHO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,BA,FEIRA DE SANTANA-BA,2025-09,2.2800,2.2329,2.11,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,MS,CAMPO GRANDE-MS,2026-04,8.2200,7.9629,3.23,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,BA,SALVADOR-BA,2025-07,3.2400,3.0614,5.83,AMARELO,,Nao,Nao
752,PROTEINAS,MANTEIGA - NÃO INFORMADO,PB,,2026-01,68.3200,67.7250,0.88,AMARELO,,Nao,Nao
834,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA TIPO 1 SECA,PI,,2025-10,6.8600,7.4414,-7.81,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,SP,PRESIDENTE PRUDENTE-SP,2025-06,0.9400,1.0214,-7.97,AMARELO,,Nao,Nao
772,HORTIFRUTIGRANJEIROS,BATATA - INGLESA,MG,,2025-11,2.4500,2.7229,-10.02,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,PA,BELÉM-PA,2026-05,4.7300,4.2771,10.59,AMARELO,,Nao,Nao
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,PE,,2025-06,3.8400,3.7300,2.95,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,DF,,2025-07,39.7300,38.8757,2.20,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,AL,MACEIÓ-AL,2026-02,67.7700,68.1257,-0.52,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,PE,,2025-08,3.5800,3.1329,14.27,AMARELO,,Nao,Nao
900,ALIMENTO_VAREJO,ERVA MATE - IN NATURA,PR,,2026-03,1.1800,1.2529,-5.82,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,AL,,2025-12,68.3400,68.0300,0.46,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,RS,SÃO GABRIEL-RS,2025-07,2.0000,2.0357,-1.75,AMARELO,,Nao,Nao
752,PROTEINAS,MANTEIGA - NÃO INFORMADO,DF,,2026-04,57.0100,56.8950,0.20,AMARELO,,Nao,Nao
1575,HORTIFRUTIGRANJEIROS,Manga Espada,ES,,2026-06,6.8500,6.8500,0.00,AMARELO,,Sim,Nao
910,ALIMENTO_VAREJO,AZEITE DE MACAUBA - NÃO INFORMADO,CE,,2025-12,40.0000,40.0000,0.00,AMARELO,,Nao,Nao
922,HORTIFRUTIGRANJEIROS,Abóbora Seca,SP,,2026-06,2.3500,3.1750,-25.98,VERDE,,Sim,Nao
760,CEREAIS_GRAOS,FARINHA DE MANDIOCA - FINA SECA,CE,ACARAÚ-CE,2025-08,3.6000,3.3857,6.33,AMARELO,,Nao,Nao
1002,HORTIFRUTIGRANJEIROS,Banana Prata MG,MG,,2026-04,2.9600,2.9600,0.00,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,MG,JANAÚBA-MG,2025-07,3.8700,3.7100,4.31,AMARELO,,Nao,Nao
855,HORTIFRUTIGRANJEIROS,BATATA-DOCE - AMARELA,RS,MARIANA PIMENTEL-RS,2025-08,0.9200,1.4814,-37.90,VERDE,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,MA,,2025-08,37.7000,37.0057,1.88,AMARELO,,Nao,Nao
868,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA AMARELO (A) 1,AP,MACAPÁ-AP,2025-08,5.4700,5.7186,-4.35,AMARELO,,Nao,Nao
1032,HORTIFRUTIGRANJEIROS,Mamão Havaí,CE,"",2026-07,8.0000,7.5000,6.67,AMARELO,,Sim,Nao
887,ALIMENTO_VAREJO,CEBOLA - NÃO INFORMADO,GO,,2025-11,1.9400,2.1771,-10.89,AMARELO,,Nao,Nao
1198,HORTIFRUTIGRANJEIROS,Abacate Margarida,ES,,2026-06,2.0700,2.1450,-3.50,AMARELO,,Sim,Nao
895,ALIMENTO_VAREJO,"CAFE - ARÁBICA TIPO 6, BEBI",DF,,2025-08,31.9300,35.8700,-10.98,AMARELO,,Nao,Nao
922,HORTIFRUTIGRANJEIROS,Abóbora Seca,CE,"",2026-07,4.3500,3.8500,12.99,AMARELO,,Sim,Nao
1170,HORTIFRUTIGRANJEIROS,Sálvia,SP,,2026-06,4.9500,5.1800,-4.44,AMARELO,,Sim,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,RO,,2026-05,8.6900,9.1157,-4.67,AMARELO,,Nao,Nao
832,ALIMENTO_VAREJO,FLOCOS DE MILHO - PRE-COZIDO,MA,SÃO LUÍS-MA,2025-07,3.4400,3.3986,1.22,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,RR,BOA VISTA-RR,2026-02,9.0900,8.2943,9.59,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,GO,SÃO LUÍS DE MONTES BELOS-GO,2025-10,1.7600,2.0871,-15.67,VERDE,,Nao,Nao
833,ALIMENTO_VAREJO,MACARRAO - ESPAGUETE SÊMOLA COM,TO,,2025-09,9.9800,9.9529,0.27,AMARELO,,Nao,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,SC,,2025-07,4.7900,5.3386,-10.28,AMARELO,,Nao,Nao
845,HORTIFRUTIGRANJEIROS,BATATA-DOCE - NÃO INFORMADO,DF,BRASÍLIA-DF,2025-12,0.4400,0.4286,2.66,AMARELO,,Nao,Nao
761,HORTIFRUTIGRANJEIROS,UVA - DE MESA ISABEL,PB,,2026-04,5.0000,4.1286,21.11,VERMELHO,,Nao,Nao
1012,HORTIFRUTIGRANJEIROS,Banana Maçã,SP,,2026-07,5.5667,4.6584,19.50,VERMELHO,,Sim,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,TO,PALMAS-TO,2026-03,5.8200,5.2429,11.01,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,AL,MURICI-AL,2025-10,1.9600,2.1214,-7.61,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,SP,TUPÃ-SP,2025-07,0.4100,0.3929,4.35,AMARELO,,Nao,Nao
762,ALIMENTO_VAREJO,MAMAO - NÃO INFORMADO,BA,,2025-07,2.9200,2.0486,42.54,VERMELHO,,Nao,Nao
869,ALIMENTO_VAREJO,OLEO VEGETAL - AUREO 720 G/L ÓLEO V,PR,PONTA GROSSA-PR,2026-03,25.2000,21.9850,14.62,AMARELO,,Nao,Nao
895,ALIMENTO_VAREJO,"CAFE - ARÁBICA TIPO 6, BEBI",MG,MONTE CARMELO-MG,2025-11,37.0400,35.4914,4.36,AMARELO,,Nao,Nao
1080,HORTIFRUTIGRANJEIROS,Abacate Avocado,MS,,2026-07,4.7500,4.7500,0.00,AMARELO,,Sim,Nao
919,HORTIFRUTIGRANJEIROS,Maracujá Azedo,TO,"",2026-06,8.0000,8.0000,0.00,AMARELO,,Sim,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,RJ,,2026-01,67.7200,71.5629,-5.37,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,SE,,2026-02,71.1600,68.6786,3.61,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,MT,,2025-09,4.2100,3.7829,11.29,AMARELO,,Nao,Nao
999,ALIMENTO_VAREJO,Alho Nacional,RJ,"",2026-06,14.0000,14.0000,0.00,AMARELO,,Sim,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,PB,JOÃO PESSOA-PB,2025-09,1.3300,1.3400,-0.75,AMARELO,,Nao,Nao
1195,HORTIFRUTIGRANJEIROS,Maça Gala Importada,SP,,2024-11,71.3614,105.5100,-32.37,VERDE,,Nao,Sim
865,PROTEINAS,LEITE DE VACA - IN NATURA,RS,MARAU-RS,2025-09,2.3400,2.2886,2.25,AMARELO,,Nao,Nao
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,RR,,2025-07,9.7200,9.4014,3.39,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,BA,ITABERABA-BA,2025-10,1.4200,1.3271,7.00,AMARELO,,Nao,Nao
870,PROTEINAS,LEITE DE CABRA - IN NATURA,PB,SUMÉ-PB,2025-10,4.1100,4.1100,0.00,AMARELO,,Nao,Nao
845,HORTIFRUTIGRANJEIROS,BATATA-DOCE - NÃO INFORMADO,SE,ITABAIANA-SE,2025-06,0.4300,0.3229,33.17,VERMELHO,,Nao,Nao
886,ALIMENTO_VAREJO,OLEO DE MURUMURU - NÃO INFORMADO,AM,,2025-12,63.3300,57.8700,9.43,AMARELO,,Nao,Nao
850,PROTEINAS,CARNE DE FRANGO - CONGELADO,PA,BELÉM-PA,2025-11,9.4900,10.0100,-5.19,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,RS,,2025-09,4.9100,4.7700,2.94,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,RR,BOA VISTA-RR,2026-03,10.6900,11.3829,-6.09,AMARELO,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,RS,PORTO ALEGRE-RS,2025-10,5.0400,5.3614,-5.99,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,MG,COROMANDEL-MG,2025-08,2.1400,2.1229,0.81,AMARELO,,Nao,Nao
876,ALIMENTO_VAREJO,CAFE - CONILLON BICA CORRID,RO,MACHADINHO D'OESTE-RO,2025-12,19.8900,19.4029,2.51,AMARELO,,Nao,Nao
772,HORTIFRUTIGRANJEIROS,BATATA - INGLESA,MG,SANTA RITA DE CALDAS-MG,2025-11,2.4500,2.7886,-12.14,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,AP,,2025-06,4.5900,4.4486,3.18,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,GO,GOIÂNIA-GO,2025-12,40.3000,44.8200,-10.08,AMARELO,,Nao,Nao
822,ALIMENTO_VAREJO,FEIJAO - COMUM CORES,TO,,2025-08,3.2500,3.1929,1.79,AMARELO,,Nao,Nao
751,PROTEINAS,OVOS DE GALINHA - GRANDE BRANCO,PR,CASCAVEL-PR,2025-06,0.4500,0.4414,1.95,AMARELO,,Nao,Nao
780,HORTIFRUTIGRANJEIROS,UVA - INDÚSTRIA CHARDONNAY,RS,,2025-12,3.5200,3.5200,0.00,AMARELO,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,CE,FORTALEZA-CE,2025-12,4.8800,5.4100,-9.80,AMARELO,,Nao,Nao
783,CEREAIS_GRAOS,FARINHA DE TRIGO - COM FERMENTO,RO,,2025-08,4.5000,4.6633,-3.50,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,TO,,2025-07,2.1700,2.1486,1.00,AMARELO,,Nao,Nao
776,ALIMENTO_VAREJO,FEIJAO - COMUM PRETO TIPO 1,TO,,2025-12,5.6400,6.0557,-6.86,AMARELO,,Nao,Nao
855,HORTIFRUTIGRANJEIROS,BATATA-DOCE - AMARELA,RS,,2025-06,1.7900,1.4814,20.83,VERMELHO,,Nao,Nao
858,PROTEINAS,CARNE BOVINA - COXÃO DURO S/OSSO,PB,JOÃO PESSOA-PB,2026-04,45.7300,42.0275,8.81,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,BA,,2026-05,0.4700,0.8690,-45.91,VERDE,,Sim,Nao
926,HORTIFRUTIGRANJEIROS,Brócolos Ninja,BA,,2026-06,10.0000,10.0000,0.00,AMARELO,,Sim,Nao
768,ALIMENTO_VAREJO,FEIJAO - COMUM CORES TIPO 1,AL,,2026-03,7.8000,6.6429,17.42,VERMELHO,,Nao,Nao
829,ALIMENTO_VAREJO,AZEITE DE BABACU - NÃO INFORMADO,CE,,2025-07,32.5000,32.5000,0.00,AMARELO,,Nao,Nao
1132,HORTIFRUTIGRANJEIROS,Maçã Gala,SP,,2024-10,53.1722,77.4167,-31.32,VERDE,,Nao,Sim
792,ALIMENTO_VAREJO,OLEO DE SOJA - REFINADO,PR,,2026-02,8.2700,8.3300,-0.72,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,SP,,2025-12,37.4900,38.7629,-3.28,AMARELO,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,PA,BELÉM-PA,2025-07,67.1200,67.9614,-1.24,AMARELO,,Nao,Nao
845,HORTIFRUTIGRANJEIROS,BATATA-DOCE - NÃO INFORMADO,AL,FEIRA GRANDE-AL,2025-12,0.5500,0.6343,-13.29,AMARELO,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,RR,ALTO ALEGRE-RR,2025-08,4.8500,4.8986,-0.99,AMARELO,,Nao,Nao
932,ALIMENTO_VAREJO,Batata Lavada,PR,,2024-10,16.3843,35.2457,-53.51,VERDE,,Nao,Sim
1175,HORTIFRUTIGRANJEIROS,Manga Palmer,MG,,2025-12,1.9700,1.9700,0.00,AMARELO,,Nao,Nao
864,ALIMENTO_VAREJO,PAO - FRANCÊS,RJ,,2025-12,19.8800,17.7671,11.89,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,ES,VITÓRIA-ES,2025-10,0.8400,0.8250,1.82,AMARELO,,Nao,Nao
789,PROTEINAS,LEITE DE VACA - EM PÓ INTEGRAL,PA,,2025-07,36.8700,35.8629,2.81,AMARELO,,Nao,Nao
888,ALIMENTO_VAREJO,FEIJAO - CAUPI TIPO 1,SE,,2025-07,6.9100,6.8029,1.57,AMARELO,,Nao,Nao
752,PROTEINAS,MANTEIGA - NÃO INFORMADO,CE,FORTALEZA-CE,2025-09,71.9000,71.5850,0.44,AMARELO,,Nao,Nao
786,PROTEINAS,LEITE DE VACA - LONGA VIDA INTEGRAL,BA,SALVADOR-BA,2026-04,7.0600,6.1929,14.00,AMARELO,,Nao,Nao
796,CEREAIS_GRAOS,FARINHA DE MANDIOCA - MÉDIA SECA,TO,,2026-04,9.3700,8.7500,7.09,AMARELO,,Nao,Nao
874,HORTIFRUTIGRANJEIROS,GOIABA - VERMELHA,PI,,2025-11,2.0000,2.7029,-26.01,VERDE,,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,DF,,2026-04,2.5100,2.4429,2.75,AMARELO,,Nao,Nao
794,HORTIFRUTIGRANJEIROS,BANANA - NANICA,MT,JANGADA-MT,2025-09,1.6500,1.5975,3.29,AMARELO,,Nao,Nao
902,CEREAIS_GRAOS,ARROZ - LONGO FINO TIPO 1 BE,CE,,2025-08,5.1000,4.5200,12.83,AMARELO,,Nao,Nao
837,CEREAIS_GRAOS,SOJA - EM GRÃOS,PR,GUARAPUAVA-PR,2026-01,2.0700,2.1457,-3.53,AMARELO,,Nao,Nao
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,SP,,2025-08,4.0000,3.7671,6.18,AMARELO,,Nao,Nao
781,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA(O) SECA BRANC,SC,,2025-08,1.8000,2.0000,-10.00,AMARELO,,Nao,Nao
763,ALIMENTO_VAREJO,ACUCAR - CRISTAL,ES,,2025-07,3.2400,2.4086,34.52,VERMELHO,,Nao,Nao
842,CEREAIS_GRAOS,"TRIGO - PÃO, PH 78, TIPO 1",RS,PASSO FUNDO-RS,2025-11,0.9500,1.0843,-12.39,AMARELO,,Nao,Nao
1158,HORTIFRUTIGRANJEIROS,Ameixa Imp. Argentina,SP,,2026-07,72.8150,72.8150,0.00,AMARELO,,Nao,Nao
1132,HORTIFRUTIGRANJEIROS,Maçã Gala,SP,,2026-07,40.4215,77.4167,-47.79,VERDE,ALTA,Nao,Nao
865,PROTEINAS,LEITE DE VACA - IN NATURA,BA,,2025-06,2.4200,2.2743,6.41,AMARELO,,Nao,Nao
884,CEREAIS_GRAOS,FARINHA DE MANDIOCA - GROSSA(O) TIPO 1 D'Á,AM,,2025-08,4.6000,5.0157,-8.29,AMARELO,,Nao,Nao
759,HORTIFRUTIGRANJEIROS,TOMATE - NÃO INFORMADO,SP,,2026-02,1.9900,3.4671,-42.60,VERDE,,Nao,Nao
769,ALIMENTO_VAREJO,CAFE - MOÍDO E TORRADO,ES,VITÓRIA-ES,2025-08,52.6800,52.5714,0.21,AMARELO,,Nao,Nao
1203,HORTIFRUTIGRANJEIROS,Uva Brasil,SP,,2026-06,10.0000,10.0000,0.00,AMARELO,,Sim,Nao
874,HORTIFRUTIGRANJEIROS,GOIABA - VERMELHA,PE,,2025-11,3.0000,2.8757,4.32,AMARELO,,Nao,Nao
838,CEREAIS_GRAOS,FARINHA DE TRIGO - NÃO INFORMADO,SC,FLORIANÓPOLIS-SC,2025-11,4.4500,4.4825,-0.73,AMARELO,,Nao,Nao
866,HORTIFRUTIGRANJEIROS,BANANA - PRATA,CE,FORTALEZA-CE,2025-11,0.5300,0.5375,-1.40,AMARELO,,Nao,Nao
867,HORTIFRUTIGRANJEIROS,MILHO - EM GRÃOS,CE,,2025-09,1.2700,1.2857,-1.22,AMARELO,,Nao,Nao
