produto;classificao_produto;id_produto;uf;regiao;ano;mes;dsc_nivel_comercializacao;valor_produto_kg
BOI                      ;GORDO               ;4193;MG        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,86
BOI                      ;GORDO               ;4193;MS        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,87
BOI                      ;GORDO               ;4193;MT        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,51
BOI                      ;GORDO               ;4193;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,82
BOI                      ;GORDO               ;4193;PR        ;SUL            ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,16
BOI                      ;GORDO               ;4193;SP        ;SUDESTE        ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,09
BOI                      ;GORDO               ;4193;TO        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,78
BOI                      ;GORDO               ;4193;BA        ;NORDESTE       ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,44
BOI                      ;GORDO               ;4193;GO        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,14
BOI                      ;GORDO               ;4193;MG        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,14
BOI                      ;GORDO               ;4193;MS        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,49
BOI                      ;GORDO               ;4193;MT        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,82
BOI                      ;GORDO               ;4193;PA        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,12
BOI                      ;GORDO               ;4193;PR        ;SUL            ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,62
BOI                      ;GORDO               ;4193;SP        ;SUDESTE        ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,02
BOI                      ;GORDO               ;4193;TO        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;18,65
BOI                      ;GORDO               ;4193;BA        ;NORDESTE       ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,27
BOI                      ;GORDO               ;4193;GO        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,2
BOI                      ;GORDO               ;4193;MG        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,39
BOI                      ;GORDO               ;4193;MS        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,89
BOI                      ;GORDO               ;4193;MT        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,54
BOI                      ;GORDO               ;4193;PA        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,49
BOI                      ;GORDO               ;4193;PR        ;SUL            ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,0
BOI                      ;GORDO               ;4193;SP        ;SUDESTE        ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,4
BOI                      ;GORDO               ;4193;TO        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,11
BOI                      ;GORDO               ;4193;BA        ;NORDESTE       ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,72
BOI                      ;GORDO               ;4193;GO        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,34
BOI                      ;GORDO               ;4193;MG        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,23
BOI                      ;GORDO               ;4193;MS        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,91
BOI                      ;GORDO               ;4193;MT        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,38
BOI                      ;GORDO               ;4193;PA        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,76
BOI                      ;GORDO               ;4193;PR        ;SUL            ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,94
BOI                      ;GORDO               ;4193;SP        ;SUDESTE        ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,45
BOI                      ;GORDO               ;4193;TO        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,16
BOI                      ;GORDO               ;4193;BA        ;NORDESTE       ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,5
BOI                      ;GORDO               ;4193;GO        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,47
BOI                      ;GORDO               ;4193;MG        ;SUDESTE        ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,2
BOI                      ;GORDO               ;4193;MS        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,11
BOI                      ;GORDO               ;4193;MT        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,78
BOI                      ;GORDO               ;4193;PA        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,36
BOI                      ;GORDO               ;4193;PR        ;SUL            ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,79
BOI                      ;GORDO               ;4193;SP        ;SUDESTE        ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,0
BOI                      ;GORDO               ;4193;TO        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,84
BOI                      ;GORDO               ;4193;BA        ;NORDESTE       ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,42
BOI                      ;GORDO               ;4193;GO        ;CENTRO-OESTE   ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,63
BOI                      ;GORDO               ;4193;MG        ;SUDESTE        ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,61
BOI                      ;GORDO               ;4193;MS        ;CENTRO-OESTE   ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,88
BOI                      ;GORDO               ;4193;MT        ;CENTRO-OESTE   ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,8
BOI                      ;GORDO               ;4193;PA        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,07
BOI                      ;GORDO               ;4193;PR        ;SUL            ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,93
BOI                      ;GORDO               ;4193;SP        ;SUDESTE        ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,29
BOI                      ;GORDO               ;4193;TO        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,87
BOI                      ;GORDO               ;4193;BA        ;NORDESTE       ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,84
BOI                      ;GORDO               ;4193;GO        ;CENTRO-OESTE   ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,26
BOI                      ;GORDO               ;4193;MG        ;SUDESTE        ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,41
BOI                      ;GORDO               ;4193;MS        ;CENTRO-OESTE   ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,39
BOI                      ;GORDO               ;4193;MT        ;CENTRO-OESTE   ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,48
BOI                      ;GORDO               ;4193;PA        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,28
BOI                      ;GORDO               ;4193;PR        ;SUL            ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,78
BOI                      ;GORDO               ;4193;SP        ;SUDESTE        ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,15
BOI                      ;GORDO               ;4193;TO        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;19,75
BOI                      ;GORDO               ;4193;BA        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,31
BOI                      ;GORDO               ;4193;GO        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,96
BOI                      ;GORDO               ;4193;MG        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,21
BOI                      ;GORDO               ;4193;MS        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,26
BOI                      ;GORDO               ;4193;MT        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,64
BOI                      ;GORDO               ;4193;PA        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,0
BOI                      ;GORDO               ;4193;PR        ;SUL            ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,55
BOI                      ;GORDO               ;4193;SP        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,0
BOI                      ;GORDO               ;4193;TO        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;20,4
BOI                      ;GORDO               ;4193;BA        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,28
BOI                      ;GORDO               ;4193;GO        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,58
BOI                      ;GORDO               ;4193;MG        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,66
BOI                      ;GORDO               ;4193;MS        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,1
BOI                      ;GORDO               ;4193;MT        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,15
BOI                      ;GORDO               ;4193;PA        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,69
BOI                      ;GORDO               ;4193;PR        ;SUL            ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,09
BOI                      ;GORDO               ;4193;SP        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,16
BOI                      ;GORDO               ;4193;TO        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,39
BOI                      ;GORDO               ;4193;BA        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,57
BOI                      ;GORDO               ;4193;GO        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,7
BOI                      ;GORDO               ;4193;MG        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,61
BOI                      ;GORDO               ;4193;MS        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,3
BOI                      ;GORDO               ;4193;MT        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,16
BOI                      ;GORDO               ;4193;PA        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,25
BOI                      ;GORDO               ;4193;PR        ;SUL            ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,46
BOI                      ;GORDO               ;4193;SP        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,85
BOI                      ;GORDO               ;4193;TO        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,51
BOI                      ;GORDO               ;4193;BA        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,83
BOI                      ;GORDO               ;4193;GO        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,59
BOI                      ;GORDO               ;4193;MG        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;21,83
BOI                      ;GORDO               ;4193;MS        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,86
BOI                      ;GORDO               ;4193;MT        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,66
BOI                      ;GORDO               ;4193;PA        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,97
BOI                      ;GORDO               ;4193;PR        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,01
BOI                      ;GORDO               ;4193;SP        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;23,24
BOI                      ;GORDO               ;4193;TO        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;22,23
BOKASHI                  ;NÃO INFORMADO       ;15397;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;140,0
BOLD                     ;IHABRAS S.A.INDÚSTRI;12487;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;91,0
BOLD                     ;IHABRAS S.A.INDÚSTRI;12487;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;78,0
BOMBA PARA LAVAGEM DE MAQ;NÃO INFORMADO       ;15038;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;4598,0
BOMBA PARA LAVAGEM DE MAQ;NÃO INFORMADO       ;15038;SC        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;4598,0
BOMBONA                  ;NÃO INFORMADO       ;7399;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;162,5
BOMBONA                  ;NÃO INFORMADO       ;7399;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;62,0
BONE                     ;TOUCA ÁRABE         ;12894;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;29,67
BONE                     ;TOUCA ÁRABE         ;12894;PB        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;18,25
BOR                      ;11,2 % BORO COMPLEXA;11773;RJ        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;65,0
BORAL                    ;500 G/L SULFENTRAZON;15015;AL        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;111,5
BORAL                    ;500 G/L FMC QUIMICA ;12545;SP        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;109,0
BORAL                    ;500 G/L SULFENTRAZON;15015;AL        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;111,5
BORATO HIDRATADO DE SODIO;10% BORO            ;12500;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;14,07
BORATO HIDRATADO DE SODIO;10% BORO            ;12500;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;13,93
BORATO HIDRATADO DE SODIO;10% BORO            ;12500;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;14,61
BORAX                    ;NÃO INFORMADO       ;8946;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;5,0
BORAX                    ;NÃO INFORMADO       ;8946;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;12,6
BORAX                    ;NÃO INFORMADO       ;8946;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;35,0
BORDASUL                 ;NÃO INFORMADO       ;13075;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;65,45
BORNAL                   ;DE PANO             ;14084;MG        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;49,0
BORO                     ;20% GRANORTE FERTILI;12528;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,51
BORO                     ;10% STOLLER DO BRASI;12091;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;30,0
BORO                     ;10%                 ;10454;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;13,07
BORO                     ;ULEXITA             ;14240;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;5,4
BORO                     ;QUELATIZADO 10% BORO;4533;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;49,67
BORO                     ;NÃO INFORMADO       ;5784;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;9,18
BORO                     ;10% STOLLER DO BRASI;12091;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;27,0
BORO                     ;10%                 ;10454;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;13,38
BORO                     ;20% GRANORTE FERTILI;12528;GO        ;CENTRO-OESTE   ;2025;12;PREÇO PAGO PELO PRODUTOR                                    ;2,7
BORO                     ;10%                 ;10454;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;16,2
BORO                     ;NÃO INFORMADO       ;5784;PA        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;17,0
BORO AGRICHEM            ;NÃO INFORMADO       ;13977;TO        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;35,0
BORO AGRICHEM            ;NÃO INFORMADO       ;13977;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;116,0
BORO AGRICHEM            ;NÃO INFORMADO       ;13977;TO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;36,9
BORO AGRICHEM            ;NÃO INFORMADO       ;13977;TO        ;NORTE          ;2026;2;PREÇO PAGO PELO PRODUTOR                                    ;36,9
BORO AGRICHEM            ;NÃO INFORMADO       ;13977;TO        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;36,9
BORO + MOLIBDENIO        ;FERTILEADER GOLD B M;14347;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;123,5
BORO + ZINCO             ;10% + 15%           ;13925;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;5,3
BORO + ZINCO             ;10% + 15%           ;13925;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;5,0
BORO + ZINCO             ;10% + 15%           ;13925;MS        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;5,0
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AC        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AM        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,15
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;MT        ;CENTRO-OESTE   ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,09
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;PA        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,06
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;RO        ;NORTE          ;2025;6;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,63
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AC        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AM        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,15
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;MT        ;CENTRO-OESTE   ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,63
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;PA        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,06
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;RO        ;NORTE          ;2025;7;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,63
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AC        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AM        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,69
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;MT        ;CENTRO-OESTE   ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,53
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;PA        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,06
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;RO        ;NORTE          ;2025;8;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,8
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AC        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AM        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,76
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;MT        ;CENTRO-OESTE   ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,53
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;PA        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,06
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;RO        ;NORTE          ;2025;9;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,88
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AC        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AM        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,88
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;MT        ;CENTRO-OESTE   ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,43
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;PA        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,06
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;RO        ;NORTE          ;2025;10;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,94
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AC        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AM        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,94
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;MT        ;CENTRO-OESTE   ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,43
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;PA        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,06
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;RO        ;NORTE          ;2025;11;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,33
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AC        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AM        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,27
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;MT        ;CENTRO-OESTE   ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,39
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;PA        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,06
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;RO        ;NORTE          ;2025;12;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,3
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AC        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AM        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,16
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;MT        ;CENTRO-OESTE   ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,38
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;PA        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,99
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;RO        ;NORTE          ;2026;1;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,23
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AC        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AM        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,34
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;MT        ;CENTRO-OESTE   ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,06
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;PA        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,99
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;RO        ;NORTE          ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,17
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AC        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AM        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,56
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;MT        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,06
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;PA        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,99
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;RO        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,19
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AC        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,5
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;AM        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,37
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;MT        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,06
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;PA        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,99
BORRACHA                 ;CERNAMBI VIRGEM PREN;7931;RO        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,58
